Role,Link,Location,Salary,Summary,H1B,Company
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
"Account Coordinator, Consumer",https://job-boards.greenhouse.io/mbooth/jobs/7577003002,NYC,"$45,000 - $48,000 per year","Account Coordinator position in New York City, focusing on Consumer brands, requiring strong writing skills and 0-1 years of experience. Full-time role in a medium-sized public relations agency with a hybrid work model.",FALSE,M Booth
Tier 1 Support Technician,https://www.tcpsoftware.com/careers/4075655007?gh_jid=4075655007,"San Angelo, Texas, United States","est. $40,000 - $60,000 per year","Tier 1 Support Technician position in San Angelo, Texas, requiring customer service skills, high school diploma, and ability to communicate effectively. Full-time role in a medium-sized technology company focused on workforce management solutions.",FALSE,TCP Software
 Caregiver (PM),https://job-boards.greenhouse.io/silverado/jobs/4469061007,"Torrance, California","est. $35,000 - $40,000 per year","Caregiver position at Silverado in Torrance, California. Requires experience in caregiving, particularly for Alzheimer's or dementia patients. Full-time role with competitive benefits and a rotating PM shift schedule.",FALSE,Silverado
Full Time Caregiver (PM Shift),https://job-boards.greenhouse.io/silverado/jobs/4474710007,"Bellingham, Washington","est. $43,680 - $52,000 per year","Full Time Caregiver position in Bellingham, Washington. Seeking passionate individuals to provide compassionate care to residents with memory impairments. Experience preferred. Full-time PM shifts.",FALSE,Silverado
Police Trainee,https://boards.greenhouse.io/cityoffortworth/jobs/6075295003?gh_jid=6075295003,Police,"est. $60,000 - $70,000 per year","Police Trainee position in Fort Worth, Texas. Requires high school diploma, U.S. citizenship, valid driver's license, and age between 20-44. Full-time job with a salary range of est. $60,000 - $70,000 per year.",FALSE,City of Fort Worth
"E-Scooter Delivery Driver - Washington, D.C",https://job-boards.greenhouse.io/operationscareers/jobs/5253319004,Washington DC,"est. $37,440 - $41,600 per year","E-Scooter Delivery Driver position in Washington, D.C. Requires valid driver's license, ability to lift 80 lbs, and smartphone proficiency. Part-time and full-time candidates welcome.",FALSE,Operations Careers
Campus Quantitative Researcher (Full-Time),https://www.jumptrading.com/careers/5451377?gh_jid=5451377,Chicago,"est. $80,000 - $120,000 per year","Campus Quantitative Researcher in Chicago at Jump Trading Group. Requires skills in Mathematics, Physics, or Computer Science. Full-time position focusing on quantitative analysis, programming, and trading. Ideal for recent graduates with strong analytical and programming skills.",TRUE,Jump Trading
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
"REFERRALS - Direct Sales Representative, Residential",https://fiber.google.com/careers/job/?gh_jid=5237683004,"Austin, Texas","est. $62,000 - $70,000 per year","Direct Sales Representative position at GFiber in Austin, Texas. Requires high school diploma, physical stamina, and a valid driver's license. Sales experience preferred. Full-time role in the telecommunications industry with estimated salary range of $62,000 - $70,000 per year.",FALSE,Google Fiber
Customer Delivery Driver,https://www.carvana.com/careers/apply?gh_jid=6169326,"Portland, OR","est. $41,600 - $52,000 per year","Customer Delivery Driver position at Carvana in Portland, Oregon requiring at least 2 years of customer-facing experience. Full-time role with physical demands, offering competitive benefits and base compensation of $20/hour.",FALSE,Carvana
